timestamp,rating_numerator,rating_denominator,name,tweet_id,source,expanded_urls,text,dog_stage,retweet_count,favorite_count,jpg_url,p1,p1_dog
2017-07-15 23:25:31+00:00,12,10,Roscoe,886366144734445568,iPhone,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,pupper,2709,18976,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,True
2017-07-06 00:46:41+00:00,12,10,Gus,882762694511734784,iPhone,https://twitter.com/dog_rates/status/882762694511734784/photo/1,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,pupper,4206,25358,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,True
2017-06-19 16:24:33+00:00,12,10,Ginger,876838120628539392,iPhone,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,pupper,2871,18645,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,True
2017-06-12 16:06:11+00:00,13,10,Jed,874296783580663808,iPhone,https://twitter.com/dog_rates/status/874296783580663808/photo/1,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,pupper,3581,23544,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,True
2017-06-05 16:15:56+00:00,12,10,Rover,871762521631449091,iPhone,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,pupper,3042,18310,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,True
2017-05-22 00:28:40+00:00,13,10,Jamesy,866450705531457537,iPhone,"https://twitter.com/dog_rates/status/866450705531457537/photo/1,https://twitter.com/dog_rates/status/866450705531457537/photo/1","This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",pupper,31098,111391,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,French_bulldog,True
2017-04-17 23:52:16+00:00,14,10,None,854120357044912130,iPhone,"https://twitter.com/dog_rates/status/854120357044912130/photo/1,https://twitter.com/dog_rates/status/854120357044912130/photo/1,https://twitter.com/dog_rates/status/854120357044912130/photo/1,https://twitter.com/dog_rates/status/854120357044912130/photo/1",Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many. 14/10 rest easy friend https://t.co/oBL7LEJEzR,pupper,6800,29891,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,black-and-tan_coonhound,True
2017-04-06 16:18:05+00:00,12,10,Boomer,850019790995546112,iPhone,"https://twitter.com/dog_rates/status/850019790995546112/photo/1,https://twitter.com/dog_rates/status/850019790995546112/photo/1,https://twitter.com/dog_rates/status/850019790995546112/photo/1",Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,pupper,4503,19245,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,Shetland_sheepdog,True
2017-03-24 16:10:40+00:00,12,10,Pickles,845306882940190720,iPhone,https://twitter.com/dog_rates/status/845306882940190720/photo/1,This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,pupper,5017,22161,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg,Irish_water_spaniel,True
2017-03-04 00:21:08+00:00,12,10,None,837820167694528512,iPhone,"https://twitter.com/dog_rates/status/837820167694528512/photo/1,https://twitter.com/dog_rates/status/837820167694528512/photo/1","Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK6jlgdH",pupper,7363,32619,https://pbs.twimg.com/media/C6CI_jbVAAA3-a1.jpg,golden_retriever,True
2017-03-02 01:20:01+00:00,13,10,Clark,837110210464448512,iPhone,https://twitter.com/dog_rates/status/837110210464448512/photo/1,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,pupper,2234,15423,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg,Siberian_husky,True
2017-02-28 01:00:19+00:00,12,10,Ava,836380477523124226,iPhone,https://twitter.com/dog_rates/status/836380477523124226/photo/1,"This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 https://t.co/W4KffrdX3Q",pupper,2823,14205,https://pbs.twimg.com/media/C5trm6iWgAQ22Hw.jpg,wooden_spoon,False
2017-02-19 01:23:00+00:00,12,10,Gidget,833124694597443584,iPhone,"https://twitter.com/dog_rates/status/833124694597443584/photo/1,https://twitter.com/dog_rates/status/833124694597443584/photo/1,https://twitter.com/dog_rates/status/833124694597443584/photo/1",This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zD97KYFaFa,pupper,4588,19463,https://pbs.twimg.com/media/C4_ad1IUoAEspsk.jpg,Cardigan,True
2017-02-14 01:35:49+00:00,13,10,None,831315979191906304,Web Client,"https://twitter.com/dog_rates/status/831315979191906304/photo/1,https://twitter.com/dog_rates/status/831315979191906304/photo/1,https://twitter.com/dog_rates/status/831315979191906304/photo/1,https://twitter.com/dog_rates/status/831315979191906304/photo/1",I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible. 13/10 for all https://t.co/jd6lYhfdH4,pupper,1060,6296,https://pbs.twimg.com/media/C4lst0bXAAE6MP8.jpg,briard,True
2017-02-04 17:34:40+00:00,12,10,Kona,827933404142436356,iPhone,"https://twitter.com/dog_rates/status/827933404142436356/photo/1,https://twitter.com/dog_rates/status/827933404142436356/photo/1,https://twitter.com/dog_rates/status/827933404142436356/photo/1",This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ,pupper,4977,19323,https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg,German_shepherd,True
2017-01-25 18:38:36+00:00,13,10,None,824325613288833024,iPhone,https://twitter.com/dog_rates/status/824325613288833024/photo/1,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS,pupper,10145,11429,https://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg,Pembroke,True
2017-01-20 15:17:01+00:00,14,10,Gabe,822462944365645825,iPhone,"https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1","This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO",pupper,13564,26928,https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg,Pomeranian,True
2016-12-31 00:08:17+00:00,11,10,Cooper,814986499976527872,iPhone,https://twitter.com/dog_rates/status/814986499976527872/photo/1,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8,pupper,1220,7429,https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg,dalmatian,True
2016-12-21 01:44:13+00:00,11,10,Craig,811386762094317568,iPhone,https://twitter.com/dog_rates/status/811386762094317568/photo/1,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy,pupper,6139,20337,https://pbs.twimg.com/media/C0Kf9PtWQAEW4sE.jpg,Pembroke,True
2016-12-13 18:01:07+00:00,12,10,None,808733504066486276,iPhone,https://twitter.com/dog_rates/status/808733504066486276/photo/1,Here's a pupper in a onesie. Quite pupset about it. Currently plotting revenge. 12/10 would rescue https://t.co/xQfrbNK3HD,pupper,2085,7687,https://pbs.twimg.com/media/Czky0v9VIAEXRkd.jpg,seat_belt,False
2016-12-12 00:29:28+00:00,12,10,None,808106460588765185,iPhone,https://twitter.com/dog_rates/status/808106460588765185/photo/1,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho,pupper,2128,8579,https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg,golden_retriever,True
2016-12-12 00:29:28+00:00,12,10,None,808106460588765185,iPhone,https://twitter.com/dog_rates/status/808106460588765185/photo/1,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho,doggo,2128,8579,https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg,golden_retriever,True
2016-12-10 16:22:02+00:00,14,10,Ollie,807621403335917568,iPhone,"https://twitter.com/dog_rates/status/807621403335917568/photo/1,https://twitter.com/dog_rates/status/807621403335917568/photo/1,https://twitter.com/dog_rates/status/807621403335917568/photo/1,https://twitter.com/dog_rates/status/807621403335917568/photo/1",This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie https://t.co/qTRY2qX9y4,pupper,3481,14193,https://pbs.twimg.com/media/CzU_YVGUUAA3Xsd.jpg,golden_retriever,True
2016-11-25 21:37:47+00:00,11,10,None,802265048156610565,iPhone,https://twitter.com/dog_rates/status/802265048156610565/photo/1,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze",pupper,1335,6767,https://pbs.twimg.com/media/CyI3zXgWEAACQfB.jpg,Labrador_retriever,True
2016-11-25 21:37:47+00:00,11,10,None,802265048156610565,iPhone,https://twitter.com/dog_rates/status/802265048156610565/photo/1,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze",doggo,1335,6767,https://pbs.twimg.com/media/CyI3zXgWEAACQfB.jpg,Labrador_retriever,True
2016-11-22 17:28:25+00:00,12,10,Bones,801115127852503040,iPhone,"https://twitter.com/dog_rates/status/801115127852503040/photo/1,https://twitter.com/dog_rates/status/801115127852503040/photo/1",This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,pupper,2024,7853,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,dalmatian,True
2016-11-22 17:28:25+00:00,12,10,Bones,801115127852503040,iPhone,"https://twitter.com/dog_rates/status/801115127852503040/photo/1,https://twitter.com/dog_rates/status/801115127852503040/photo/1",This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,doggo,2024,7853,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,dalmatian,True
2016-11-20 22:02:27+00:00,12,10,None,800459316964663297,iPhone,https://twitter.com/dog_rates/status/800459316964663297/photo/1,Here's a very sleepy pupper. Appears to be portable as h*ck. 12/10 would snug intensely https://t.co/61sX7pW5Ca,pupper,2105,9258,https://pbs.twimg.com/media/CxvNfrhWQAA2hKM.jpg,teddy,False
2016-11-14 01:18:12+00:00,12,10,None,797971864723324932,iPhone,"https://twitter.com/dog_rates/status/797971864723324932/photo/1,https://twitter.com/dog_rates/status/797971864723324932/photo/1",Here's a helicopter pupper. He takes off at random. H*ckin hard to control. 12/10 rare af https://t.co/GRWPgNKt2z,pupper,2993,11262,https://pbs.twimg.com/media/CxL3IWeVEAAAIE2.jpg,American_Staffordshire_terrier,True
2016-11-03 15:51:10+00:00,14,10,Laika,794205286408003585,iPhone,"https://twitter.com/dog_rates/status/794205286408003585/photo/1,https://twitter.com/dog_rates/status/794205286408003585/photo/1,https://twitter.com/dog_rates/status/794205286408003585/photo/1",This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. 14/10 hero af https://t.co/trSjgY3h4g,pupper,3208,9009,https://pbs.twimg.com/media/CwWVe_3WEAAHAvx.jpg,pedestal,False
2016-10-11 00:34:48+00:00,10,10,Pinot,785639753186217984,iPhone,"https://twitter.com/dog_rates/status/785639753186217984/photo/1,https://twitter.com/dog_rates/status/785639753186217984/photo/1",This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,pupper,2156,7646,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,porcupine,False
2016-10-11 00:34:48+00:00,10,10,Pinot,785639753186217984,iPhone,"https://twitter.com/dog_rates/status/785639753186217984/photo/1,https://twitter.com/dog_rates/status/785639753186217984/photo/1",This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,doggo,2156,7646,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,porcupine,False
2016-09-20 01:12:28+00:00,12,10,None,778039087836069888,iPhone,"https://twitter.com/dog_rates/status/778039087836069888/photo/1,https://twitter.com/dog_rates/status/778039087836069888/photo/1,https://twitter.com/dog_rates/status/778039087836069888/photo/1,https://twitter.com/dog_rates/status/778039087836069888/photo/1",Evolution of a pupper yawn featuring Max. 12/10 groundbreaking stuff https://t.co/t8Y4x9DmVD,pupper,2530,8191,https://pbs.twimg.com/media/CswmaHmWAAAbdY9.jpg,German_shepherd,True
2016-09-20 00:24:34+00:00,27,10,Sophie,778027034220126208,iPhone,https://twitter.com/dog_rates/status/778027034220126208/photo/1,This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back https://t.co/QFaUiIHxHq,pupper,1535,6350,https://pbs.twimg.com/media/Cswbc2yWcAAVsCJ.jpg,clumber,True
